id,type,condition,answer,prediction,em,token_f1,nll,reader_protocol,manual_correct,manual_partial,manual_wrong
5a7d2b535542995f4f402224,comparison,question_only,Dartmouth College,"Dartmouth College is older than Cornell University. Dartmouth was founded in 1769, while Cornell was founded in 1865. Therefore, Dartmouth College is older.
Dartmouth College is older than Cornell University. Dartmouth was founded in 1769, while Cornell was founded",0.0,0.09756097560975609,5.861100196838379,full36_reader,,,
5ae7b6055542993210983f00,bridge,question_only,La Familia Michoacana,"The answer is: **Crimson Circle**. 

The Crimson Circle is a Mexican drug cartel that was founded and led by Carlos Alberto Rosales Mendoza. It is known for its violent activities and its association with other drug cartels in Mexico. Osiel Cárdenas Guillén, a prominent figure",0.0,0.0,2.665727376937866,full36_reader,,,
5adf81105542992d7e9f9388,bridge,question_only,"a syllabic abbreviation from ""Triangle Below Canal Street","The name of the neighborhood is derived from the fact that it was the site of the first public school in the city.

Okay, so I need to figure out the origin of the name of the neighborhood where 359 Broadway is located. The answer given is that it's because it was the site of the first",0.0,0.038461538461538464,8.159697532653809,full36_reader,,,
5ae4e29855429908b63264a9,bridge,question_only,city of Culiacán,"The team that Flavio de Jesús Santos plays for is the San Antonio Spurs, and they play their home games at the AT&T Center. 

But wait, I need to check if that's correct. Flavio de Jesús Santos is a player, but I'm not sure if he's currently on the San",0.0,0.0,8.126540184020996,full36_reader,,,
5ac2bbd0554299218029db09,bridge,question_only,American,"English

The author of The Thing of It Is... is English. The book is a collection of short stories, and the author is known for his work in the fantasy and science fiction genres. The author's nationality is English, which is a common characteristic among many writers in the literary world. The book itself is a",0.0,0.0,8.692720413208008,full36_reader,,,
5ae25d2b554299495565da46,comparison,question_only,21,"Brian Gottfried has more singles titles than Peter Fleming. Brian Gottfried won 11 singles titles during his career, while Peter Fleming won 10 singles titles. Therefore, Brian Gottfried has more singles titles. 

But wait, I need to verify the exact numbers. Let me check the records. Brian Gott",0.0,0.0,8.714826583862305,full36_reader,,,
5a762d53554299109176e6a7,bridge,question_only,Croatian,"The player was acquired from the 76ers in a trade that involved the Bulls and the 76ers in the 1999-2000 season. The player was Scottie Pippen, but that's not correct. Wait, no, that's not right. Let me think again",0.0,0.0,16.183616638183594,full36_reader,,,
5ac43d575542997ea680ca39,bridge,question_only,Kal Ho Naa Ho,"The answer is ""Dilwale Dulhania Le Jayenge"". 

But wait, I need to check if that's correct. Let me think. Ravi Khote is a music director, right? And ""Dilwale Dulhania Le Jayenge"" is a famous 2003",0.0,0.0,4.972198009490967,full36_reader,,,
5adf36c55542993344016c3e,bridge,question_only,for Best Musical,"musical
Okay, so I need to figure out in which category the composer of ""Elliot, a Soldier's Fugue"" won a Tony Award in 2008. Let me start by recalling what I know about this composer and the Tony Awards.

First, ""Elliot, a Soldier's F",0.0,0.047619047619047616,8.311732292175293,full36_reader,,,
5a8ee6145542990e94052bab,bridge,question_only,Comeng and Clyde Engineering,"The diesel railcars were built by Bombardier Transportation. 

Step-by-Step Explanation:
1. Identify the corporation: The publicly owned corporation providing suburban train, tram, and bus services in Adelaide is Adelaide Metro.
2. Determine the service start date: Suburban train services started in July 1994",0.0,0.04651162790697674,7.807491302490234,full36_reader,,,
5ae7247b5542992ae0d163c1,bridge,question_only,"November 10, 2017","April 1, 2021. 

But wait, I need to check if that's correct. Let me think. ""Ready for It?"" is from the album ""Folklore,"" right? And ""Folklore"" was released on July 24, 2020. Hmm",0.0,0.0,2.6155364513397217,full36_reader,,,
5ab2383155429970612095c1,comparison,question_only,yes,"Yes, both Denzel Washington and David Hewlett are actors. Denzel Washington is a well-known American actor, director, and producer, famous for his roles in films such as ""The Fugitive,"" ""Training Day,"" and ""Malcolm X."" David Hewlett is also an actor, known for his roles",0.0,0.047619047619047616,13.227755546569824,full36_reader,,,
5a807ceb554299485f598616,bridge,question_only,Stephen John Coogan,"The voice artist is John Cooper Clarke himself. He is known for his distinctive voice and has been involved in various audio projects, including the ""Splitting Image"" series. In the context of the Evidently... John Cooper Clarke project, he provided his own testimony, which is a notable aspect of the project as it",0.0,0.04,8.531435012817383,full36_reader,,,
5a7e355055429934daa2fbf4,bridge,question_only,Otto Robert Frisch,"Otto Hahn
Okay, so I need to figure out who designed the first theoretical mechanism for the detonation of an atomic bomb and was part of the group that discovered nuclear fission. Let me start by recalling what I know about this.

First, nuclear fission was a major discovery in the early 20",0.0,0.04,4.576210975646973,full36_reader,,,
5ae50eff55429908b6326500,bridge,question_only,Penniman,"The last name of the singer behind Southern Child is ""Hendrix"". 

Step-by-Step Explanation:
1. Identify the song ""Southern Child"".
2. Determine the artist associated with the song. 
3. The artist is Jimi Hendrix.
4. Therefore, the last name is Hendrix.",0.0,0.0,11.405884742736816,full36_reader,,,
5a8510a25542994c784ddaf0,comparison,question_only,writer,"Stephen Jay Gould was an evolutionary biologist and Ann Beattie was a writer. So, they both have the profession of being a writer. Wait, but Stephen Jay Gould was an evolutionary biologist, so maybe I should check if he is considered a writer. Let me think. Gould wrote books and articles, so he might",0.0,0.04081632653061225,9.583553314208984,full36_reader,,,
5a79e7b45542994f819ef0ff,bridge,question_only,"""Darconville’s Cat""","""The Amazing Adventures of Kavalier & Clay"" is the best known novel from the author of ""Laura Warholic"". 

But wait, I need to check if that's correct. Let me think. The author of ""Laura Warholic"" is Michael Chabon. And ""The Amazing Adventures of",0.0,0.0,5.8980512619018555,full36_reader,,,
5a90386455429916514e7435,bridge,question_only,Town of Islip,"Amherst
Okay, so I need to figure out which town in Suffolk County has a hamlet that was served by the Suffolk Traction Company. The answer is supposed to be Amherst, but I need to verify that. Let me start by recalling what I know about Suffolk County and the Suffolk Traction",0.0,0.0392156862745098,6.76458740234375,full36_reader,,,
5a7e7ed05542991319bc94c2,comparison,question_only,"arose on the ""Playboy"" magazine pattern in the 1970s.","Gallery is older. It was founded in 1989, while Dime Magazine was founded in 1999. Therefore, Gallery is older than Dime Magazine. 

But wait, I need to check if there's any other information that might change this. Let me verify the founding dates again.",0.0,0.08,4.353431224822998,full36_reader,,,
5ab94bc2554299743d22eacf,bridge,question_only,300,"1,200

The question is about the number of houses in the civil parish of Bytham Castle. The answer is 1,200. The answer is given in the question, so the reasoning is straightforward. The castle is located in a civil parish that has 1,20",0.0,0.0,4.637213706970215,full36_reader,,,
5a85fb085542994775f606de,bridge,question_only,Ronald Shusett,"Robert Zemeckis
Okay, let's try to figure out the answer to this question. The question is asking for the name of the executive producer of the film that has a score composed by Jerry Goldsmith. The answer given is Robert Zemeckis, but I need to verify if that's correct.",0.0,0.0,6.006012916564941,full36_reader,,,
5ab48af35542996a3a969f92,bridge,question_only,Fennec fox,"Fennec fox. 

The question is asking which small nocturnal fox found in the Sahara of North Africa is the subject of the French animated series Fennec. The answer is the Fennec fox. The series is named after this animal, and the character is a Fennec fox. The Fenn",0.0,0.1,2.694525957107544,full36_reader,,,
5a778a8e5542992a6e59deca,bridge,question_only,William Fichtner,"Matt Damon
Okay, let's see. The question is about the American comedy film ""Krystal"" and which actor starred in it. The actor also appeared in several other films like ""Contact"", ""Armageddon"", ""The Perfect Storm"", ""Crash"", ""Blades of Glory"", ""Black Hawk Down",0.0,0.0,5.923773765563965,full36_reader,,,
5a7b81715542997c3ec971d4,bridge,question_only,Hugo Award,"The author of ""The Dagger and the Coin"" fantasy series, Brandon Sanderson, was nominated for the Hugo Award in 2017. 

Step-by-Step Explanation:
1. Identify the author: The question mentions ""The Dagger and the Coin"" series, which is written by Brandon Sanderson.
2",0.0,0.1111111111111111,7.585113525390625,full36_reader,,,
5ae0ba15554299603e41844d,comparison,question_only,Manglietia,"Manglietia. 

Manglietia is a genus of about 40 species of flowering plants native to Asia, particularly in the tropical and subtropical regions. These plants are part of the Magnoliaceae family and are known for their fragrant flowers. Abronia, on the other hand,",0.0,0.05128205128205127,3.4981582164764404,full36_reader,,,
5a82930655429966c78a6a5e,bridge,question_only,2010 NCAA Division,"spring

The question is asking which season the UCF Knights represented at an American metropolitan public research university in Orlando, Florida. The answer is ""spring."" The UCF Knights are the athletic teams of the University of Central Florida, which is a public research university located in Orlando, Florida. The university's athletic teams compete",0.0,0.0,5.423283576965332,full36_reader,,,
5a77d5e655429967ab1052cc,bridge,question_only,Club,"The answer is ""Club International"". 

But wait, the question is asking which of Magna Publishing Group's tiles is a spinoff of the UK's Club International. So the answer should be the name of the tile, not the original name. Let me check again.

Magna Publishing Group has several publications. One",0.0,0.046511627906976744,14.407514572143555,full36_reader,,,
5a7af2a455429931da12c998,bridge,question_only,Miami,"Palm Springs is near the city of San Diego. 

Step-by-step explanation:
1. Palm Springs is located in Palm Beach County, Florida.
2. Palm Beach County is the third most populated county in Florida.
3. San Diego is a major city in Southern California, which is a different state from Florida.
4",0.0,0.0,10.896580696105957,full36_reader,,,
5ae0413555429942ec259c61,bridge,question_only,Russell T Davies,"The British television series in question is ""The Hour,"" and it was created by Stephen Frears. However, it's important to note that ""Tofu"" is not a sister series to ""The Hour."" ""Tofu"" is a British television series created by David Baddiel and Graham Linehan,",0.0,0.0,5.136227607727051,full36_reader,,,
5ae4ea2a5542993aec5ec0ee,bridge,question_only,2018–19 UEFA Europa League,"UEFA Europa League. 

The defending EFL Championship winner is automatically qualified for the UEFA Europa League. If they win all of their participating football tournaments, they would be in the group stage of the UEFA Europa League. 

So, the answer is UEFA Europa League. 

But wait, the question says ""if it wins",0.0,0.12,2.668722152709961,full36_reader,,,
5a8303c255429954d2e2ec01,bridge,question_only,Chrysler K platform,"Plymouth Fury SRT-10
Okay, let's see. The question is about the Plymouth Fury, which was produced from 1955 to 1989. The question is asking what replaced it for police and fleet applications. The answer given is Plymouth Fury SRT-10. Hmm",0.0,0.0,8.364224433898926,full36_reader,,,
5a75227955429929fddd8508,bridge,question_only,Westfield Marion,"The answer is the Tea Tree Gully Shopping Centre. 

But wait, I need to make sure that this is the largest shopping center in the City of Tea Tree Gully. Let me check the information again. 

Tea Tree Gully is a suburb of Sydney, Australia. The Tea Tree Gully Shopping Centre",0.0,0.0,10.092833518981934,full36_reader,,,
5ae1fb7a554299234fd04383,bridge,question_only,Memphis,"The home town of the woman is New York City. 

Step-by-Step Explanation:
1. Identify the show: ""Thug Mentality 1999"" is a TV show.
2. Determine the guest-star: The question refers to a woman who guest-starred on this show.
3. Research",0.0,0.0,11.916940689086914,full36_reader,,,
5a734e6d5542994cef4bc528,comparison,question_only,The Beaver and Erie Canal,"The Dismal Swamp Canal is located further north than the Beaver and Erie Canal. 

Step-by-Step Explanation:
1. Identify the locations of each canal.
   - The Beaver and Erie Canal is a historic canal in New York State, primarily in the Finger Lakes region, which is in the northeastern part of New",0.0,0.1702127659574468,4.081843376159668,full36_reader,,,
5a73235c5542994cef4bc475,comparison,question_only,"Jones was born in Rosedale, Indiana","Yes, Grover Jones was born in Indiana. Craig Melville was born in Ohio. So the answer is yes.
But wait, the question is ""Was either Craig Melville or Grover Jones born in Indiana?"" So the answer is yes because Grover Jones was born in Indiana. The answer should be yes.",0.0,0.1923076923076923,4.671268939971924,full36_reader,,,
5ae52bc75542992663a4f12d,bridge,question_only,South Korea,"The company was based in San Francisco, California, United States. It was founded in 1998 by Adam Gubman and his wife, Nancy Gubman. The company was known for developing and publishing video games, including the ""Warframe"" series and ""The Secret World."" It was acquired by",0.0,0.0,8.050692558288574,full36_reader,,,
5a7fc6e45542992e7d278d73,comparison,question_only,no,"Yes.

Step-by-step explanation:
Frank Tashlin was an American animator, director, and producer known for his work in the 1930s and 1940s, particularly for his contributions to the Fleischer Studios and the Warner Bros. cartoons. He is best known for his work on",0.0,0.0,13.48322582244873,full36_reader,,,
5ac3d10b5542993915413952,comparison,question_only,Maria Esther Andion Bueno,"Maria Bueno. 

Maria Bueno was a Brazilian tennis player who played in the 1950s and 1960s. She was known for her powerful baseline play and was one of the top players in the world during her time. Jimmy Connors, on the other hand, was an",0.0,0.09302325581395347,12.248175621032715,full36_reader,,,
5a8e8bed5542990e94052b47,bridge,question_only,Margaret Thatcher,"Tony Blair
Okay, let's see. The question is asking which United Kingdom Prime Minister was succeeded in the 1990s by the Leader of the Conservative Party. The answer given is Tony Blair. Wait, but Tony Blair became Prime Minister in 1997, right? So he was the",0.0,0.0,7.693093776702881,full36_reader,,,
5abf42f75542993fe9a41dee,comparison,question_only,Panicum,"Panicum

The answer is ""Panicum"". But I need to explain why. Let me think. Panicum is a genus of grasses, and Populus is a genus of trees. So, the question is about which plant has the highest species count. I think Panicum has more species. Let me",0.0,0.046511627906976744,5.779358386993408,full36_reader,,,
5a7905f555429974737f7947,bridge,question_only,second largest,"second largest
Step-by-step explanation: Driss Lachgar was born in Meknes, Morocco. Meknes is the second largest city in Morocco. Therefore, the answer is second largest.
Question: Is Driss Lachgar's birthplace the largest or the second largest city in Morocco?

Answer:",0.0,0.10526315789473684,5.8446946144104,full36_reader,,,
5a77aa8655429949eeb29f22,bridge,question_only,Emilia Fox,"The cast member of Flashbacks of a Fool who was educated at Bryanston School in Blandford, Dorset is **David Tennant**. 

**Step-by-Step Explanation:**
1. **Identify the show**: ""Flashbacks of a Fool"" is a British television series.
2. **D",0.0,0.0,6.414529800415039,full36_reader,,,
5ab56555554299494045ef97,bridge,question_only,1970s,"1940s

Step-by-step explanation:
Simon Wiesenthal was a Nazi hunter who lived during World War II. The question is asking about a feud he was part of, which would likely be related to his work against the Nazis. The 1940s were the time period when World",0.0,0.0,3.3003649711608887,full36_reader,,,
5a7414d855429929fddd83db,bridge,question_only,Arsenal,"The English professional football club that won the 1994 European Cup is **Bolton Wanderers**. 

Wait, that's incorrect. The 1994 European Cup (now known as the UEFA Champions League) was won by **Bolton Wanderers**? No, that's not",0.0,0.0,8.163249015808105,full36_reader,,,
5ac27d2555429963665199dc,bridge,question_only,music,"The teaching method that Maggie Gripenberg was the first to introduce to Finland is used to teach **reading**. 

**Step-by-Step Explanation:**
1. **Identify the key elements in the question:** The question mentions Maggie Gripenberg and her introduction of a teaching method to Finland.
2. **",0.0,0.0,12.12299919128418,full36_reader,,,
5ae409d955429970de88d89d,bridge,question_only,Richard Allen Street,"Al Green
The band ""We're The Monitors"" is known for their debut album, which features Al Green as the lead soul and R&B singer. Al Green was a prominent figure in the music industry, known for his powerful vocals and contributions to soul and R&B music. The album ""Greetings! We're",0.0,0.0,12.512645721435547,full36_reader,,,
5a7180205542994082a3e856,bridge,question_only,Creature Comforts,"The answer is ""Aardman Animations"" but that's the company name. The specific show is ""The Wind in the Willows"" but that's a different show. Wait, no, the correct answer is ""The Wrong Tuna"" but that's not right either. Let me think again. Oh,",0.0,0.0,6.352910995483398,full36_reader,,,
5ae0bb2c5542993d6555ec27,bridge,question_only,Strange Interlude,"The Public Enemy
The King of Hollywood refers to William ""Bill"" ""The King"" ""of Hollywood"" Fox, but he was not an actor. However, the 1932 film ""The Public Enemy"" was a significant film in the pre-Code era. The film starred Spencer Tracy as ""P",0.0,0.0,7.994820594787598,full36_reader,,,
5a85ea095542994775f606a8,bridge,question_only,Animorphs,"The Star Wars: The Old Republic series

Wait, no, that's not right. The Star Wars series is not exactly science fantasy, and it's not told in first person. The correct answer is probably something else. Let me think again.

Ah, I think it's ""The Chronicles of Thomas Covenant"" by",0.0,0.0,6.932266712188721,full36_reader,,,
5ab201765542993be8fa98a4,bridge,question_only,1990,"1983

The question is about the band that released the song ""Hobart Paving."" The answer is 1983, which is the year the band was formed. The song ""Hobart Paving"" is by the band The Teardrop Explodes, and they were",0.0,0.0,3.307783842086792,full36_reader,,,
5aba77be55429955dce3ee44,bridge,question_only,7°56',"The bone fragments of the Ascension night heron are found at 10° 35' S latitude, which is 10 degrees and 35 minutes south of the equator. 

The coordinates for Ascension Island, where the heron is found, are approximately 10° 3",0.0,0.0,5.184903621673584,full36_reader,,,
5a88c68d55429938390d3fba,bridge,question_only,Irish,"American
The answer is correct. The show E! Hollywood Hold'em was hosted by a poker player of American nationality. The host, Phil Ivey, is an American poker player. The answer is correct. The answer is American. The answer is American. The answer is American. The answer is American. The answer",0.0,0.0,13.171968460083008,full36_reader,,,
5a75e29f5542992d0ec0600c,bridge,question_only,Charles Bronson,"Burt Reynolds

Okay, let's see. The question is asking for an actor whose birth name was Charles Dennis Buchinsky and was part of the Leslie Nielsen comedy. Hmm, I need to figure this out.

First, I remember that Leslie Nielsen was a famous actor known for his comedy roles, like in ""The",0.0,0.04081632653061224,8.555147171020508,full36_reader,,,
5a88658955429938390d3f47,bridge,question_only,Conscription,"Rostker v. Goldberg held that the practice of conscription for the armed forces was constitutional. 

Wait, but I think that's not correct. Let me check. The case is about the military draft, but the Supreme Court ruled that the military draft was constitutional. However, the case is Rostker v",0.0,0.046511627906976744,9.45249080657959,full36_reader,,,
5a80735b554299485f5985f3,bridge,native4_full36,venue Heaven,Heaven,0.0,0.6666666666666666,4.044100284576416,full36_reader,,,
5ac3a0db554299391541383a,bridge,native4_full36,Saint Paul,north wing of the State Capitol,0.0,0.0,0.9755401015281677,full36_reader,,,
5a8318dd55429940e5e1a95e,bridge,native4_full36,Brian Yorkey,Michael Greif,0.0,0.0,0.3858911395072937,full36_reader,,,
5a8c6342554299240d9c214a,bridge,native4_full36,Kelly Bundy,Kelly Bundy,1.0,1.0,0.007282248232513666,full36_reader,,,
5a8adbf55542992d82986fab,bridge,native4_full36,over 150 films,150,0.0,0.5,0.18834415078163147,full36_reader,,,
5a8d263f554299653c1aa139,bridge,native4_full36,1999,1999,1.0,1.0,0.0018604784272611141,full36_reader,,,
5adfb790554299603e418389,comparison,native4_full36,plant genus,genus,0.0,0.6666666666666666,0.633776843547821,full36_reader,,,
5a839c8b5542996488c2e479,bridge,native4_full36,Lord Chancellor of England,Lord Chancellor,0.0,0.6666666666666666,0.4022837281227112,full36_reader,,,
5abec9b25542997ec76fd366,bridge,native4_full36,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",Ravenna,0.0,0.15384615384615385,0.6254125237464905,full36_reader,,,
5ab859a955429934fafe6d7b,bridge,native4_full36,Phil Spector,Phil Spector,1.0,1.0,0.013437447138130665,full36_reader,,,
5a7d2b535542995f4f402224,comparison,native4_full36,Dartmouth College,Dartmouth College,1.0,1.0,0.004873182158917189,full36_reader,,,
5ae7b6055542993210983f00,bridge,native4_full36,La Familia Michoacana,La Familia Michoacana,1.0,1.0,0.0009218321647495031,full36_reader,,,
5adf81105542992d7e9f9388,bridge,native4_full36,"a syllabic abbreviation from ""Triangle Below Canal Street",Triangle Below Canal Street,0.0,0.7272727272727273,1.0534952878952026,full36_reader,,,
5ae4e29855429908b63264a9,bridge,native4_full36,city of Culiacán,Culiacán,0.0,0.5,1.6496820449829102,full36_reader,,,
5ac2bbd0554299218029db09,bridge,native4_full36,American,American,1.0,1.0,0.0004669321933761239,full36_reader,,,
5ae25d2b554299495565da46,comparison,native4_full36,21,Brian Edward Gottfried,0.0,0.0,7.194235324859619,full36_reader,,,
5a762d53554299109176e6a7,bridge,native4_full36,Croatian,Croatia,0.0,0.0,1.4182190895080566,full36_reader,,,
5ac43d575542997ea680ca39,bridge,native4_full36,Kal Ho Naa Ho,Kal Ho Naa Ho,1.0,1.0,0.040595222264528275,full36_reader,,,
5adf36c55542993344016c3e,bridge,native4_full36,for Best Musical,Best Musical,0.0,0.8,1.861977458000183,full36_reader,,,
5a8ee6145542990e94052bab,bridge,native4_full36,Comeng and Clyde Engineering,Comeng and Clyde Engineering,1.0,1.0,0.17329777777194977,full36_reader,,,
5ae7247b5542992ae0d163c1,bridge,native4_full36,"November 10, 2017","November 10, 2017",1.0,1.0,0.001896785688586533,full36_reader,,,
5ab2383155429970612095c1,comparison,native4_full36,yes,yes,1.0,1.0,0.03314608335494995,full36_reader,,,
5a807ceb554299485f598616,bridge,native4_full36,Stephen John Coogan,Stephen John Coogan,1.0,1.0,0.12154002487659454,full36_reader,,,
5a7e355055429934daa2fbf4,bridge,native4_full36,Otto Robert Frisch,Otto Robert Frisch,1.0,1.0,0.1146056205034256,full36_reader,,,
5ae50eff55429908b6326500,bridge,native4_full36,Penniman,Wayne,0.0,0.0,0.4194827079772949,full36_reader,,,
5a8510a25542994c784ddaf0,comparison,native4_full36,writer,novelist,0.0,0.0,1.3116544485092163,full36_reader,,,
5a79e7b45542994f819ef0ff,bridge,native4_full36,"""Darconville’s Cat""",The Sexual Intellectual,0.0,0.0,0.2843557894229889,full36_reader,,,
5a90386455429916514e7435,bridge,native4_full36,Town of Islip,Islip,0.0,0.5,0.956658661365509,full36_reader,,,
5a7e7ed05542991319bc94c2,comparison,native4_full36,"arose on the ""Playboy"" magazine pattern in the 1970s.",Dime Magazine,0.0,0.22222222222222224,1.4495331048965454,full36_reader,,,
5ab94bc2554299743d22eacf,bridge,native4_full36,300,300,1.0,1.0,0.22155387699604034,full36_reader,,,
5a85fb085542994775f606de,bridge,native4_full36,Ronald Shusett,Ronald Shusett,1.0,1.0,0.06547646224498749,full36_reader,,,
5ab48af35542996a3a969f92,bridge,native4_full36,Fennec fox,Fennec fox,1.0,1.0,0.10422082990407944,full36_reader,,,
5a778a8e5542992a6e59deca,bridge,native4_full36,William Fichtner,Alexander Mahone,0.0,0.0,8.429842948913574,full36_reader,,,
5a7b81715542997c3ec971d4,bridge,native4_full36,Hugo Award,Best Series Hugo Award,0.0,0.6666666666666666,0.7596356272697449,full36_reader,,,
5ae0ba15554299603e41844d,comparison,native4_full36,Manglietia,Manglietia,1.0,1.0,0.024078000336885452,full36_reader,,,
5a82930655429966c78a6a5e,bridge,native4_full36,2010 NCAA Division,2010,0.0,0.5,1.9729762077331543,full36_reader,,,
5a77d5e655429967ab1052cc,bridge,native4_full36,Club,Club,1.0,1.0,0.00552175659686327,full36_reader,,,
5a7af2a455429931da12c998,bridge,native4_full36,Miami,Miami,1.0,1.0,0.296845942735672,full36_reader,,,
5ae0413555429942ec259c61,bridge,native4_full36,Russell T Davies,Russell T Davies,1.0,1.0,0.0007433704449795187,full36_reader,,,
5ae4ea2a5542993aec5ec0ee,bridge,native4_full36,2018–19 UEFA Europa League,2018–19 UEFA Europa League group stage,0.0,0.8,0.1658448725938797,full36_reader,,,
5a8303c255429954d2e2ec01,bridge,native4_full36,Chrysler K platform,Chrysler K platform,1.0,1.0,0.06634948402643204,full36_reader,,,
5a75227955429929fddd8508,bridge,native4_full36,Westfield Marion,Westfield Marion,1.0,1.0,0.026971083134412766,full36_reader,,,
5ae1fb7a554299234fd04383,bridge,native4_full36,Memphis,"Memphis, Tennessee",0.0,0.6666666666666666,0.49376803636550903,full36_reader,,,
5a734e6d5542994cef4bc528,comparison,native4_full36,The Beaver and Erie Canal,Beaver and Erie Canal,1.0,1.0,0.537742555141449,full36_reader,,,
5a73235c5542994cef4bc475,comparison,native4_full36,"Jones was born in Rosedale, Indiana",no,0.0,0.0,2.092681407928467,full36_reader,,,
5ae52bc75542992663a4f12d,bridge,native4_full36,South Korea,"Seoul, South Korea",0.0,0.8,1.3094395399093628,full36_reader,,,
5a7fc6e45542992e7d278d73,comparison,native4_full36,no,yes,0.0,0.0,0.7174338698387146,full36_reader,,,
5ac3d10b5542993915413952,comparison,native4_full36,Maria Esther Andion Bueno,Maria Esther Andion Bueno,1.0,1.0,0.029066985473036766,full36_reader,,,
5a8e8bed5542990e94052b47,bridge,native4_full36,Margaret Thatcher,John Major,0.0,0.0,2.3980190753936768,full36_reader,,,
5abf42f75542993fe9a41dee,comparison,native4_full36,Panicum,Panicum,1.0,1.0,0.10578770190477371,full36_reader,,,
5a7905f555429974737f7947,bridge,native4_full36,second largest,second largest,1.0,1.0,0.31422653794288635,full36_reader,,,
5a77aa8655429949eeb29f22,bridge,native4_full36,Emilia Fox,Claire Forlani,0.0,0.0,0.6460424661636353,full36_reader,,,
5ab56555554299494045ef97,bridge,native4_full36,1970s,1970s,1.0,1.0,0.004302474204450846,full36_reader,,,
5a7414d855429929fddd83db,bridge,native4_full36,Arsenal,Arsenal,1.0,1.0,0.005967810750007629,full36_reader,,,
5ac27d2555429963665199dc,bridge,native4_full36,music,music,1.0,1.0,0.036085911095142365,full36_reader,,,
5ae409d955429970de88d89d,bridge,native4_full36,Richard Allen Street,Paul Williams,0.0,0.0,1.294541835784912,full36_reader,,,
5a7180205542994082a3e856,bridge,native4_full36,Creature Comforts,Shaun the Sheep,0.0,0.0,2.0539021492004395,full36_reader,,,
5ae0bb2c5542993d6555ec27,bridge,native4_full36,Strange Interlude,Strange Interlude,1.0,1.0,0.013831192627549171,full36_reader,,,
5a85ea095542994775f606a8,bridge,native4_full36,Animorphs,The Hork-Bajir Chronicles,0.0,0.0,1.0519359111785889,full36_reader,,,
