sample_id,question,gold_answer,condition,prediction,manual_cpw,notes
5a8318dd55429940e5e1a95e,Who made the If/Then musical which has a theatrical score by a man who won the Tony Award and 2008 Outer Critics Circle Award?,Brian Yorkey,d4_c4_shuffled,Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer:,,
5a8318dd55429940e5e1a95e,Who made the If/Then musical which has a theatrical score by a man who won the Tony Award and 2008 Outer Critics Circle Award?,Brian Yorkey,d4_c8_shuffled,"The musical is ""If/Then"" by Lin-Manuel Miranda, which has a theatrical score by a man who won the Tony Award and the 2008 Outer Critics Circle Award. 

Wait, but I need to check if that's correct. Let me think again. The musical ""If/Then""",,
5a8318dd55429940e5e1a95e,Who made the If/Then musical which has a theatrical score by a man who won the Tony Award and 2008 Outer Critics Circle Award?,Brian Yorkey,d4_zero,"The If/Then musical was created by the composer and lyricist, 2008 Outer Critics Circle Award winner, and Tony Award winner, 2008 Outer Critics Circle Award winner, and Tony Award winner, 2008 Outer Critics Circle Award winner, and Tony Award winner, 2",,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,question_only,"The actress who starred in ""Claudine's Return"" is Janeane Garofalo. She played the role of Maude in ""Married...with Children.""
Okay, let's see. The question is asking which role on ""Married...with Children"" the actress who starred in ""Claudine's",,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,supporting_text,"The actress who starred in ""Claudine's Return"" is Christina Applegate. On ""Married...with Children,"" she played the role of Kelly Bundy. Therefore, the answer is Kelly Bundy.
Let me check the documents again to make sure. 

Looking at the document for Christina Applegate, Sentence 0",,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,native_4b,"Claudine's Return starred the actress who played which role on ""Married...with Children""?

Answer: Claudine's Return starred the actress who played which role on ""Married...with Children""?

Answer: Claudine's Return starred the actress who played which role on ""Married...with Children""?

Answer: Claud",,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,native_8b,Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud Claud,,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,d4_c4_self,,,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,d4_c8_cross,"The actress who played the role of Claud's Return in ""Married...with Children"" is not a real person, as the show is a fictional series. However, if you are referring to a different show or movie, please provide more details.

Wait, I think I might have confused the title. The show """,,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,d4_c4_shuffled,Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:Answer:,,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,d4_c8_shuffled,"The actress who played the role of ""Married...with Children"" is Claudine's Return starred is **Merylene**. 

Wait, that doesn't make sense. Let me think again. 

The question is asking: ""Claudine's Return starred the actress who played which role on 'Married",,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,d4_zero,"Answer: The actress who played the role of ""Roz"" on ""Married...with Children"" is Gail O'Grady. However, it is important to note that Gail O'Grady did not star in ""Claudine's Return."" Instead, the actress who played the role of """,,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,question_only,"45
But wait, I need to check the accuracy of this answer. Let me think. Hans Zimmer is a well-known composer, and I know he has worked on many films. However, I need to verify the exact number of films he has composed since the 19080's. Wait",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,supporting_text,"150
The answer is 150. The document about Hans Zimmer states that since the 1980s, he has composed music for over 150 films. The question mentions ""since the 19080's"" which is likely a typo for ""19",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,native_4b,"150 films has he composed music for?

Answer: 150 films has he composed music for?

Answer: 150 films has he composed music for?

Answer: 150 films has he composed music for?

Answer: 150 films has he composed music for?

Answer",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,native_8b,"Since the 1908's how many films has he composed music for?

The question is about the number of films that have been composed by the person in the question, and the answer is given in the form of a question, which is the same as the one in the question.

The answer is given in",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,d4_c4_self,: : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : : :,,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,d4_c8_cross,"The composer in question is Hans Zimmer, a German composer and musician known for his work in the film industry, particularly for his score in the ""Star Wars"" franchise. Hans Zimmer has composed music for numerous films, including but not limited to ""Star Wars: Episode VII – The Force Awakens"" (201",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,d4_c4_shuffled,Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer:,,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,d4_c8_shuffled,"Hans Zimmer is a composer and producer, known for his work in film and television. He has composed music for several films, including ""Pacific Heights"" (2012), ""The Last Airbender"" (2011), ""The Hangover Part II"" (2011), ""The",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,d4_zero,"100

But the answer is 100, but the question is not clear. The question is about Hans Florian Zimmer's filmography. However, the answer is 100, but the question is not clear. The question is about Hans Florian Zimmer's filmography. However, the answer",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,question_only,"The band that sang ""Gives You Hell"" is The Allman Brothers Band. They formed in 1969.
Okay, so I need to figure out the year the band that sang ""Gives You Hell"" formed. Let me start by recalling the song. ""Gives You Hell"" is a",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,supporting_text,"The band that sang ""Gives You Hell"" is The All-American Rejects. According to the document, The All-American Rejects is an American rock band formed in Stillwater, Oklahoma in 1999. Therefore, the answer is 1999.
The answer is 1999",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,native_4b,"""Gives You Hell formed in 2008.""""

Answer: ""Gives You Hell formed in 2008.""""

Answer: ""Gives You Hell formed in 2008.""""

Answer: ""Gives You Hell formed in 2008.""""

Answer:",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,native_8b,"""Gives You Hell"" is a song by American rock band The All-American Rejects. The band that sang Gives You Hell form.""

Answer: ""Gives You Hell"" is a song by American rock band The All-American Rejects. The band that sang Gives You Hell form.""

Answer: ""Gives You",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,d4_c4_self,,,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,d4_c8_cross,"The band that sang ""Gives You Hell"" is The Offspring. They released their debut album in 1984.

Okay, so I need to figure out the year The Offspring released their debut album. Let me start by recalling what I know about The Offspring. They're a punk rock band",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,d4_c4_shuffled,,,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,d4_c8_shuffled,"""I'm not sure what you're talking about.

Okay, so let's try to think of it as a song about a band that sang ""Gimme Hell"" or something. So, maybe it's a song about a band that sang ""Gimme Hell"" or something. So, maybe it's",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,d4_zero,"The band that sang ""Gives You Hell"" is The Strokes. They formed in 1999.

But wait, I need to check if ""Gives You Hell"" is actually a song by The Strokes. Let me think. The Strokes have a song called ""The New York City""",,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,question_only,"Both are plants.

But that's too simple. Let me think again.

Eragrostis is a genus of grasses, commonly known as ""fescue"" or ""bush grass."" It includes species like Eragrostis tetrasperma, which is a common weed in many parts of the world",,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,supporting_text,"Both Eragrostis and Rhexia are plant genera. Eragrostis is a genus of grasses, while Rhexia is a genus of flowering plants in the Melastomataceae family. They are both plant genera, with Eragrostis being part of the grass family Poaceae",,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,native_4b,Rhexia has in common with Rhexia and Rhexia and Rhexia and Rhexia and Rhexia and Rhexia and Rhexia and Rhexia and Rhexia and Rhexia and Rhexia and Rhexia and Rhexia and Rhexia and R,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,native_8b,"What do Eragrostia and Rhexia have in common?

Answer: What do Eragrostia and Rhexia have in common?

Answer: What do Eragrostia and Rhexia have in common?

Answer: What do Eragrostia and Rhexia have in common?

Answer:",,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,d4_c4_self,,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,d4_c8_cross,What do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do you do,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,d4_c4_shuffled,2222222222222222222222222222222222222222222222222222222222222222,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,d4_c8_shuffled,"The patient is in common.

But, the patient is in common.

But, the patient is in common.

But, the patient is in common.

But, the patient is in common.

But, the patient is in common.

But, the patient is in common.

But, the patient is in common.

But,",,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,d4_zero,"Both are genera of flowering plants.

Question: What do Eragrostis and Rhexia have in common?

Answer: Both are genera of flowering plants.

Question: What do Eragrostis and Rhexia have in common?

Answer: Both are genera of flowering plants.

Question: What do Eragrost",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,question_only,"William Shakespeare

Okay, let's try to figure out this question. The question is about James Spedding, who is known as the editor of the works of an author. That author served both as Attorney General and as what? The answer is supposed to be William Shakespeare, but I need to verify that.

First",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,supporting_text,"Lord Chancellor of England.

Step-by-Step Explanation:
1. Identify the author mentioned in the context of James Spedding. From the document about James Spedding, it says he was an English author, chiefly known as the editor of the works of Francis Bacon.
2. Find the positions that Francis Bacon held",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,native_4b,"James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?

Answer: James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?

Answer: James Spedding was chiefly known as",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,native_8b,"James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?

Answer: James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?

Answer: James Speding was chiefly known as the",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,d4_c4_self,,,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,d4_c8_cross,"What?

Answer: What?

Answer: What?

Answer: What?

Answer: What?

Answer: What?

Answer: What?

Answer: What?

Answer: What?

Answer: What?

Answer: What?

Answer: What?

Answer: What?

Answer: What?

Answer: What?

Answer: What?

Answer:",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,d4_c4_shuffled,,,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,d4_c8_shuffled,"The question is a bit confusing, but the answer is that the author is the editor of the works of an author who served both as Attorney General and as what? Wait, that's not right. The question is asking about the author of the works, and the editor of the works. So, the author is the",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,d4_zero,"The answer is ""poet laureate"". 

The question is about James Spedding, who is known for editing the works of a particular author. The key here is to identify the author for whom Spedding is known as the editor. The author in question is William Shakespeare, but that's not the case",,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",question_only,"The capital of the Ostrogothic Kingdom was Ravenna, and Ornella Fiorentini was born in Florence. However, since the question asks for a single city that is both the capital of the Ostrogothic Kingdom and the birthplace of Ornella Fiorentini, the answer is not directly possible",,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",supporting_text,Ravenna,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",native_4b,"Ornella Fiorentini

Ornella Fiorentini

Ornella Fiorentini

Ornella Fiorentini

Ornella Fiorentini

Ornella Fiorentini

Ornella Fiorentini

Ornella Fiorentini

Ornella Fiorentini

Orn",,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",native_8b,"What is the name of the city that that served as the capital of the Ostrogothic Kingdom?

Answer: What is the name of the city that that served as the capital of the Ostrogothic Kingdom?

Answer: What is the name of the city that that served as the capital of the Ostrogo",,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",d4_c4_self,to  to  to  to  to  to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to to,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",d4_c8_cross,"The user is asking for the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini. 

But wait, the user is asking for the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini. 

But wait, the user is asking for the",,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",d4_c4_shuffled,,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",d4_c8_shuffled,"The capital of the Ostrogothic Kingdom is in the city of Orsella Fiorentini.

Okay, let's try to figure out what the user is asking here. They provided a sentence that seems to be a mix of different languages or maybe some kind of code or a puzzle. Let me look at the",,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",d4_zero,"The capital of the Ostrogothic Kingdom was Ravenna, and Ornella Fiorentini was born in Florence. Therefore, the answer is Ravenna and Florence.

But the question is asking for a single city. So, the answer is Ravenna.

Wait, the question is: What city was the capital of",,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,question_only,"The writer of the song is **Bob Dylan**. 

**Step-by-Step Explanation:**

1. **Identify the Song:** The question refers to a song that was inspired by words on a tombstone and was the first track on the *Back to Mono* box set. 
   
2. **D",,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,supporting_text,Phil Spector,,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,native_4b,"To Know Him Is to Love Him

The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The",,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,native_8b,"To know him is to love him. The first track on the box set Back to Mono is the song ""To know him is to love him."" The first track on the box set Back to Mono is the song ""To know him is to love him."" The first track on the box set Back to Mono is the",,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,d4_c4_self,,,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,d4_c8_cross,"The answer is ""The first word in the sentence is ""The"". 

The question is: What is the first word in the sentence ""The writer is inspired by words on a tombstone and was the first track on the box set back to mono?""

The answer is ""The"". 

The question is: What is",,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,d4_c4_shuffled,,,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,d4_c8_shuffled,The answer is the answer to the answer to the answer to the answer to the answer to the answer to the answer to the answer to the answer to the answer to the answer to the answer to the answer to the answer to the answer to the answer to the answer to the answer to the answer to the answer to the,,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,d4_zero,"The writer of this song is Neil Young. The song, ""The Ladder,"" was inspired by words on a tombstone and was the first track on the box set Back to Mono. Neil Young is a Canadian musician and songwriter known for his work with the band Crosby, Still, Nash & Young. ""The L",,
5a7d2b535542995f4f402224,"Which school is older, Dartmouth College or Cornell University?",Dartmouth College,question_only,"Dartmouth College is older than Cornell University.

Step-by-Step Explanation:
1. Identify the two institutions: Dartmouth College and Cornell University.
2. Research the founding dates of both institutions.
   - Dartmouth College was founded in 1769.
   - Cornell University was founded in 186",,
5a7d2b535542995f4f402224,"Which school is older, Dartmouth College or Cornell University?",Dartmouth College,supporting_text,"Dartmouth College is older than Cornell University. Dartmouth College was founded in 1769, while Cornell University was founded in 1865.

The answer is Dartmouth College.",,
5a7d2b535542995f4f402224,"Which school is older, Dartmouth College or Cornell University?",Dartmouth College,native_4b,"Which school is older, Dartmouth College or Cornell University?

Answer: Which school is older, Dartmouth College or Cornell University?

Answer: Which school is older, Dartouth College or Cornell University?

Answer: Which school is older, Dartmouth College or Cornell University?

Answer: Which school is older, Dartmouth College",,
