sample_id,question,gold_answer,condition,prediction,manual_cpw,notes
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,question_only,"45
But wait, I need to check the accuracy of this answer. Let me think. Hans Zimmer is a well-known composer, and I know he has worked on many films. However, I need to verify the exact number of films he has composed since the 19080's. Wait",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,supporting_text,"150
The answer is 150. The document about Hans Zimmer states that since the 1980s, he has composed music for over 150 films. The question mentions ""since the 19080's"" which is likely a typo for ""19",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,native_4b,how many films has he composed music for?,,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,native_4b_shuffled,"128,726,528,528,528,528,528,528,528,528,528,528,528,528,528,528",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,raw_native_8b,"Pacific Heights, since the 19080's how many films has he composed music for?",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,writer_8b_correct,"Pacific Heights, since the 19080's how many films has he composed music for?",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,writer_8b_shuffled,19080's how many films has he composed music for?,,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,writer_8b_zero,100,,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,pair_reader_8b,150,,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,question_only,"The band that sang ""Gives You Hell"" is The Allman Brothers Band. They formed in 1969.
Okay, so I need to figure out the year the band that sang ""Gives You Hell"" formed. Let me start by recalling the song. ""Gives You Hell"" is a",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,supporting_text,"The band that sang ""Gives You Hell"" is The All-American Rejects. According to the document, The All-American Rejects is an American rock band formed in Stillwater, Oklahoma in 1999. Therefore, the answer is 1999.
The answer is 1999",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,native_4b,,,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,native_4b_shuffled,111111111111111111111111111111111111111111111111111111111111111,,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,raw_native_8b,,,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,writer_8b_correct,"""Gives You Hell""",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,writer_8b_shuffled,what year did the band that sang gives you hell form?,,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,writer_8b_zero,1993,,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,pair_reader_8b,1999,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,question_only,"Both are plants.

But that's too simple. Let me think again.

Eragrostis is a genus of grasses, commonly known as ""fescue"" or ""bush grass."" It includes species like Eragrostis tetrasperma, which is a common weed in many parts of the world",,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,supporting_text,"Both Eragrostis and Rhexia are plant genera. Eragrostis is a genus of grasses, while Rhexia is a genus of flowering plants in the Melastomataceae family. They are both plant genera, with Eragrostis being part of the grass family Poaceae",,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,native_4b,what do Eragostis and Rhexia have in common? what do Eragostis and Rhexia have in common? what do Eragostis and Rhexia have in common? what do Eragostis and Rhexia have in common? what do Eragostis and R,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,native_4b_shuffled,,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,raw_native_8b,,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,writer_8b_correct,,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,writer_8b_shuffled,what do Eragrostia and Eragrostia and Eragrostia and Eragrostia and Eragrostia and Eragrostia and Eragrostia and Eragrostia and Eragrostia and Eragrostia and Eragrostia and Eragrostia and Erag,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,writer_8b_zero,grasses,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,pair_reader_8b,plant genus,,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,question_only,"William Shakespeare

Okay, let's try to figure out this question. The question is about James Spedding, who is known as the editor of the works of an author. That author served both as Attorney General and as what? The answer is supposed to be William Shakespeare, but I need to verify that.

First",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,supporting_text,"Lord Chancellor of England.

Step-by-Step Explanation:
1. Identify the author mentioned in the context of James Spedding. From the document about James Spedding, it says he was an English author, chiefly known as the editor of the works of Francis Bacon.
2. Find the positions that Francis Bacon held",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,native_4b,"James Spedding was an English philosopher, statesman, scientist, jurist, orator, and author. 22 January 15619 April 1626) was an English philosopher, statesman, scientist, jurist, orator, and author. 22 January",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,native_4b_shuffled,,,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,raw_native_8b,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what? what? what? what? what? what? what? what? what? what? what? what? what? what? what? what? what? what? what? what?,,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,writer_8b_correct,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,writer_8b_shuffled,The Wapshot Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle Chronicle,,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,writer_8b_zero,poet,,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,pair_reader_8b,Lord Chancellor of England,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",question_only,"The capital of the Ostrogothic Kingdom was Ravenna, and Ornella Fiorentini was born in Florence. However, since the question asks for a single city that is both the capital of the Ostrogothic Kingdom and the birthplace of Ornella Fiorentini, the answer is not directly possible",,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",supporting_text,Ravenna,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",native_4b,Ravenna,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",native_4b_shuffled,,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",raw_native_8b,what city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini and the city where it was conquered and the city where it was conquered and the city where it was conquered and the city where it was conquered and the city where it was conquered and the city where it was conquered,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",writer_8b_correct,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",writer_8b_shuffled,,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",writer_8b_zero,Ravenna,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",pair_reader_8b,Ravenna,,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,question_only,"The writer of the song is **Bob Dylan**. 

**Step-by-Step Explanation:**

1. **Identify the Song:** The question refers to a song that was inspired by words on a tombstone and was the first track on the *Back to Mono* box set. 
   
2. **D",,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,supporting_text,Phil Spector,,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,native_4b,,,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,native_4b_shuffled,Otto Robert Frisch FRS (1 October 1904 – 22 September 1979) was an Austrian-British physicist. With his collaborator Rudolf Peierls he designed the first theoretical mechanism for the detonation of an atomic bomb in 1940. The,,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,raw_native_8b,To Know Him Is to Love Him (1999) is a box set compilation of the recorded work of record producer Phil Spector through the 1999 compilation of the recorded work of record producer Phil Spector through the 1999 compilation of the recorded work of record producer Phil Spector,,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,writer_8b_correct,To Know Him Is to Love Him (1999) is a box set compilation of the recorded work of record producer Phil Spector through the 1999 compilation of the recorded work of record producer Phil Spector through the 1999 compilation of the recorded work of record producer Phil Spector,,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,writer_8b_shuffled,Otto Robert Frisch,,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,writer_8b_zero,Bob Dylan,,
5ab859a955429934fafe6d7b,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,Phil Spector,pair_reader_8b,Phil Spector,,
5a7d2b535542995f4f402224,"Which school is older, Dartmouth College or Cornell University?",Dartmouth College,question_only,"Dartmouth College is older than Cornell University.

Step-by-Step Explanation:
1. Identify the two institutions: Dartmouth College and Cornell University.
2. Research the founding dates of both institutions.
   - Dartmouth College was founded in 1769.
   - Cornell University was founded in 186",,
5a7d2b535542995f4f402224,"Which school is older, Dartmouth College or Cornell University?",Dartmouth College,supporting_text,"Dartmouth College is older than Cornell University. Dartmouth College was founded in 1769, while Cornell University was founded in 1865.

The answer is Dartmouth College.",,
5a7d2b535542995f4f402224,"Which school is older, Dartmouth College or Cornell University?",Dartmouth College,native_4b,"which school is older, Dartinct or Eleazar Wheelock, Eleazar Wheelock, Eleazar Wheelock, Eleazar Wheelock, Eleazar Wheelock, Eleazar Wheelock, Eleazar Wheelock, Eleazar Wheelock, Eleazar Wheelock, Eleazar Wheelock, Eleazar Wheelock, Ele",,
5a7d2b535542995f4f402224,"Which school is older, Dartmouth College or Cornell University?",Dartmouth College,native_4b_shuffled,"which school is older, Dartmouth College or Cornell University?


```


```


```


```


```


```


```


```


```


```


```


```


```


```


```


```


```


```


```


```


```


```


```


```


```",,
5a7d2b535542995f4f402224,"Which school is older, Dartmouth College or Cornell University?",Dartmouth College,raw_native_8b,"Which school is older, Dartmouth College or Cornell or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or or",,
5a7d2b535542995f4f402224,"Which school is older, Dartmouth College or Cornell University?",Dartmouth College,writer_8b_correct,Dartwood College or Cornell University?,,
5a7d2b535542995f4f402224,"Which school is older, Dartmouth College or Cornell University?",Dartmouth College,writer_8b_shuffled,,,
5a7d2b535542995f4f402224,"Which school is older, Dartmouth College or Cornell University?",Dartmouth College,writer_8b_zero,Dartmouth College,,
5a7d2b535542995f4f402224,"Which school is older, Dartmouth College or Cornell University?",Dartmouth College,pair_reader_8b,Dartmouth College,,
5ae7b6055542993210983f00,What is the organized crime syndicate founded and led by Carlos Alberto Rosales Mendoza who is friends with Osiel Cárdenas Guillén?,La Familia Michoacana,question_only,"The answer is the Gulf Cartel.

The question is about a specific organized crime syndicate in Mexico, and the answer is the Gulf Cartel. The key points are that the syndicate is founded and led by Carlos Alberto Rosales Mendoza, who is friends with Osiel Cárdenas Guillén.",,
5ae7b6055542993210983f00,What is the organized crime syndicate founded and led by Carlos Alberto Rosales Mendoza who is friends with Osiel Cárdenas Guillén?,La Familia Michoacana,supporting_text,La Familia Michoacana,,
5ae7b6055542993210983f00,What is the organized crime syndicate founded and led by Carlos Alberto Rosales Mendoza who is friends with Osiel Cárdenas Guillén?,La Familia Michoacana,native_4b,Carlos Alberto Rosales Mendoza (12 February 1963 – 27 December 2015) was a former Mexican drug lord who founded and led an organized crime syndicate called La Familia Michoacana. He was a close friend and associate of Osiel Cárden,,
5ae7b6055542993210983f00,What is the organized crime syndicate founded and led by Carlos Alberto Rosales Mendoza who is friends with Osiel Cárdenas Guillén?,La Familia Michoacana,native_4b_shuffled,what is the organized crime synd founded by Carlos Alberto Rosales Mendoza who is friends with Osiel Cárdenas Guillén? what is the organized crime synd founded by Carlos Alberto Rosales Mendoza who is friends with Osiel Cárdenas Guillín? what is the organized crime synd founded by,,
5ae7b6055542993210983f00,What is the organized crime syndicate founded and led by Carlos Alberto Rosales Mendoza who is friends with Osiel Cárdenas Guillén?,La Familia Michoacana,raw_native_8b,"what is the organized crime syndicate founded and led by Carlos Alberto Rosales Mendoza who is friends with Osiel Cárdenz Guillín?

Answer: what is the organized crime syndict founded and led by Carlos Alberto Rosales Mendoza who is friends with Osiel Cárdenz Guillín?",,
5ae7b6055542993210983f00,What is the organized crime syndicate founded and led by Carlos Alberto Rosales Mendoza who is friends with Osiel Cárdenas Guillén?,La Familia Michoacana,writer_8b_correct,What is the organized crime syndictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictict,,
5ae7b6055542993210983f00,What is the organized crime syndicate founded and led by Carlos Alberto Rosales Mendoza who is friends with Osiel Cárdenas Guillén?,La Familia Michoacana,writer_8b_shuffled,what is the organized crime syndictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictictict,,
5ae7b6055542993210983f00,What is the organized crime syndicate founded and led by Carlos Alberto Rosales Mendoza who is friends with Osiel Cárdenas Guillén?,La Familia Michoacana,writer_8b_zero,Cárdenas Guillén,,
5ae7b6055542993210983f00,What is the organized crime syndicate founded and led by Carlos Alberto Rosales Mendoza who is friends with Osiel Cárdenas Guillén?,La Familia Michoacana,pair_reader_8b,La Familia Michoacana,,
5adf81105542992d7e9f9388,What is the origin of the name of the neighbourhood in which the building at 359 Broadway is located ?,"a syllabic abbreviation from ""Triangle Below Canal Street",question_only,"The name of the neighborhood is derived from the fact that it was the site of the first public school in the city.

Okay, so I need to figure out the origin of the name of the neighborhood where the building at 359 Broadway is located. The answer given is that it's because it was the site",,
5adf81105542992d7e9f9388,What is the origin of the name of the neighbourhood in which the building at 359 Broadway is located ?,"a syllabic abbreviation from ""Triangle Below Canal Street",supporting_text,"The origin of the name of the neighbourhood in which the building at 359 Broadway is located is ""Tribeca"", which is a syllabic abbreviation from ""Triangle Below Canal Street"". 

Is the above answer correct?

Choices:
A). No
B). Yes

The answer provided is:",,
5adf81105542992d7e9f9388,What is the origin of the name of the neighbourhood in which the building at 359 Broadway is located ?,"a syllabic abbreviation from ""Triangle Below Canal Street",native_4b,What is the origin of the name of the neighbourhood in which the building at 359 Broadway is located ?,,
5adf81105542992d7e9f9388,What is the origin of the name of the neighbourhood in which the building at 359 Broadway is located ?,"a syllabic abbreviation from ""Triangle Below Canal Street",native_4b_shuffled,"The Belton Estate is a novel by Anthony Trollope, written in 1865.",,
5adf81105542992d7e9f9388,What is the origin of the name of the neighbourhood in which the building at 359 Broadway is located ?,"a syllabic abbreviation from ""Triangle Below Canal Street",raw_native_8b,,,
5adf81105542992d7e9f9388,What is the origin of the name of the neighbourhood in which the building at 359 Broadway is located ?,"a syllabic abbreviation from ""Triangle Below Canal Street",writer_8b_correct,Italian..,,
5adf81105542992d7e9f9388,What is the origin of the name of the neighbourhood in which the building at 359 Broadway is located ?,"a syllabic abbreviation from ""Triangle Below Canal Street",writer_8b_shuffled,359 Broadway is located ?,,
5adf81105542992d7e9f9388,What is the origin of the name of the neighbourhood in which the building at 359 Broadway is located ?,"a syllabic abbreviation from ""Triangle Below Canal Street",writer_8b_zero,New York City,,
5adf81105542992d7e9f9388,What is the origin of the name of the neighbourhood in which the building at 359 Broadway is located ?,"a syllabic abbreviation from ""Triangle Below Canal Street",pair_reader_8b,Triangle below Canal Street,,
5ae4e29855429908b63264a9,Where does the team that Flavio de Jesús Santos  plays for play home games?,city of Culiacán,question_only,"The team that Flavio de Jesús Santos plays for is the San Jose Earthquakes, and their home games are played at the Santa Clara Univeristy Soccer Stadium.
Okay, so I need to figure out where the San Jose Earthquakes play their home games. Let me start by recalling what I know about",,
5ae4e29855429908b63264a9,Where does the team that Flavio de Jesús Santos  plays for play home games?,city of Culiacán,supporting_text,"The team that Flavio de Jesús Santos plays for is Dorados de Sinaloa. According to the document, Dorados de Sinaloa plays its home games in Culiacán, Sinaloa, in the northwest of Mexico.

So, the answer is: Culiacán, Sinaloa, in",,
5ae4e29855429908b63264a9,Where does the team that Flavio de Jesús Santos  plays for play home games?,city of Culiacán,native_4b,where does the team that Flavio de Jesús Santos  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1,,
5ae4e29855429908b63264a9,Where does the team that Flavio de Jesús Santos  plays for play home games?,city of Culiacán,native_4b_shuffled,where does the team that Flavio de Jesús Santos  plays for play home games?  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1,,
5ae4e29855429908b63264a9,Where does the team that Flavio de Jesús Santos  plays for play home games?,city of Culiacán,raw_native_8b,,,
5ae4e29855429908b63264a9,Where does the team that Flavio de Jesús Santos  plays for play home games?,city of Culiacán,writer_8b_correct,,,
