sample_id,question,gold_answer,condition,prediction,manual_cpw,notes
5a8318dd55429940e5e1a95e,Who made the If/Then musical which has a theatrical score by a man who won the Tony Award and 2008 Outer Critics Circle Award?,Brian Yorkey,self_4b_canonical_shuffled,199999999999999999999999999999999999999999999999999999999999999,,
5a8318dd55429940e5e1a95e,Who made the If/Then musical which has a theatrical score by a man who won the Tony Award and 2008 Outer Critics Circle Award?,Brian Yorkey,self_4b_canonical_zero,"The musical ""If/Then"" was created by the British playwright and composer **Harold Pinter**. However, it's important to note that while Pinter is known for his plays and has won several awards, including a Tony Award for Best Play in 1978 for ""The Birthday Party,"" the",,
5a8318dd55429940e5e1a95e,Who made the If/Then musical which has a theatrical score by a man who won the Tony Award and 2008 Outer Critics Circle Award?,Brian Yorkey,self_reader_no_memory,"The musical ""If/Then"" has a theatrical score by Lin-Manuel Miranda, who won the Tony Award and 2008 Outer Critics Circle Award. However, the musical was created by a team of writers, including David Henry Hwang and Heidi Schreck. The production was directed by David Neumann.",,
5a8318dd55429940e5e1a95e,Who made the If/Then musical which has a theatrical score by a man who won the Tony Award and 2008 Outer Critics Circle Award?,Brian Yorkey,cross_8b_raw_native_correct,Tom Kitt,,
5a8318dd55429940e5e1a95e,Who made the If/Then musical which has a theatrical score by a man who won the Tony Award and 2008 Outer Critics Circle Award?,Brian Yorkey,cross_8b_canonical_correct,"The musical is ""If/Then."" The theatrical score was composed by Alan Menken, who won the Tony Award and the 2008 Outer Critics Circle Award. 

**Step-by-Step Explanation:**
1. Identify the key elements in the question: ""If/Then"" musical, theatrical score,",,
5a8318dd55429940e5e1a95e,Who made the If/Then musical which has a theatrical score by a man who won the Tony Award and 2008 Outer Critics Circle Award?,Brian Yorkey,cross_8b_canonical_shuffled,"2008 Outer Critics Circle Award, 2008 Outer Critics Circle Award, 2008 Outer Critics Circle Award, 2008 Outer Critics Circle Award, 2008 Outer Critics Circle Award, 2008 Outer Critics Circle Award, 200",,
5a8318dd55429940e5e1a95e,Who made the If/Then musical which has a theatrical score by a man who won the Tony Award and 2008 Outer Critics Circle Award?,Brian Yorkey,cross_8b_canonical_zero,"The musical ""If/Then"" was created by the British playwright and composer **Harold Pinter**. However, it's important to note that while Pinter is known for his plays and has won several awards, including a Tony Award for Best Play in 1978 for ""The Birthday Party,"" the",,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,question_only,"The actress who starred in ""Claudine's Return"" is Janeane Garofalo. She played the role of Maude in ""Married...with Children.""
Okay, let's see. The question is asking which role on ""Married...with Children"" the actress who starred in ""Claudine's",,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,supporting_text,"The actress who starred in ""Claudine's Return"" is Christina Applegate. On ""Married...with Children,"" she played the role of Kelly Bundy. Therefore, the answer is Kelly Bundy.
Let me check the documents again to make sure. 

Looking at the document for Christina Applegate, Sentence 0",,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,native_4b_sparse_correct,Kelly Bundy,,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,native_4b_sparse_shuffled,Myer,,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,native_4b_sparse_zero,"Maude

Wait, no. Let me think again. Claudine's Return is a 1981 film starring Claudine Longet. The actress who played Claudine in that film is Claudine Longet. But the question is asking about the role on ""Married...with Children"" that the same",,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,self_4b_canonical_correct,The Children,,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,self_4b_canonical_shuffled,The Married,,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,self_4b_canonical_zero,"Maude Findlay
Okay, so I need to figure out which role the actress who starred in ""Claudine's Return"" played on ""Married... with Children."" Let me start by recalling who the main actress in ""Claudine's Return"" is. 

First, ""Claudine's Return",,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,self_reader_no_memory,"Maude

Okay, let's see. The question is about Claudine's Return and the actress who played a role on ""Married...with Children."" I need to figure out which role that is.

First, I remember that ""Claudine's Return"" is a movie, but I'm not sure about",,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,cross_8b_raw_native_correct,Kelly Bundy,,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,cross_8b_canonical_correct,"The actress who played the role of ""Married with Children"" is Jennifer Aniston.",,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,cross_8b_canonical_shuffled,"The actress who played the role of Claudine on ""Married...with Children"" is Shelley Duvall. 

Shelley Duvall portrayed Claudine in the show, and she also appeared in the 1986 film adaptation of the series. 

So, the answer is Shelley Duvall",,
5a8c6342554299240d9c214a,"Claudine's Return starred the actress who played which role on ""Married...with Children""?",Kelly Bundy,cross_8b_canonical_zero,"Maude Findlay
Okay, so I need to figure out which role the actress who starred in ""Claudine's Return"" played on ""Married... with Children."" Let me start by recalling who the main actress in ""Claudine's Return"" is. 

First, ""Claudine's Return",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,question_only,"45
But wait, I need to check the accuracy of this answer. Let me think. Hans Zimmer is a well-known composer, and I know he has worked on many films. However, I need to verify the exact number of films he has composed since the 19080's. Wait",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,supporting_text,"150
The answer is 150. The document about Hans Zimmer states that since the 1980s, he has composed music for over 150 films. The question mentions ""since the 19080's"" which is likely a typo for ""19",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,native_4b_sparse_correct,150,,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,native_4b_sparse_shuffled,5,,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,native_4b_sparse_zero,"40

But wait, I need to check the actual number of films Hans Zimmer has composed music for. Let me think. Hans Zimmer is a well-known composer, and he has worked on many films. For example, he composed the music for ""The Lion King,"" ""Inception,"" ""Interstellar,""",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,self_4b_canonical_correct,190801908019080190801908019080190801908019080190801908019080190,,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,self_4b_canonical_shuffled,198019801980198019801980198019801980198019801980198019801980198,,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,self_4b_canonical_zero,"40

But wait, I need to check if that's correct. Let me think. Hans Zimmer is a well-known composer. He has composed music for many films. The movie Pacific Heights is a 2006 film. If he started in the 1980s, that would be",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,self_reader_no_memory,"50

But wait, I need to check the accuracy of this. Let me think. Hans Zimmer is a well-known composer. I know he has worked on many films. For example, he did ""The Lion King"" (1994), ""Inception"" (2010), """,,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,cross_8b_raw_native_correct,150,,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,cross_8b_canonical_correct,"19

Okay, let's see. The question is asking how many films Hans Zimmer has composed music for, specifically mentioning the original music score for ""Pacific Heights"" and the 1980s. Wait, the user might be confused because ""Pacific Heights"" is a 2015 film",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,cross_8b_canonical_shuffled,"19

Step-by-Step Explanation:
1. Identify the key information: Hans Zimmer composed the original music score for ""Pacific Heights"" in 2019.
2. The question is asking how many films he has composed music for.
3. The answer is 19, as this is the",,
5a8adbf55542992d82986fab,"Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,cross_8b_canonical_zero,"40

But wait, I need to check if that's correct. Let me think. Hans Zimmer is a well-known composer. He has composed music for many films. The movie Pacific Heights is a 2006 film. If he started in the 1980s, that would be",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,question_only,"The band that sang ""Gives You Hell"" is The Allman Brothers Band. They formed in 1969.
Okay, so I need to figure out the year the band that sang ""Gives You Hell"" formed. Let me start by recalling the song. ""Gives You Hell"" is a",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,supporting_text,"The band that sang ""Gives You Hell"" is The All-American Rejects. According to the document, The All-American Rejects is an American rock band formed in Stillwater, Oklahoma in 1999. Therefore, the answer is 1999.
The answer is 1999",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,native_4b_sparse_correct,1999,,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,native_4b_sparse_shuffled,1980,,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,native_4b_sparse_zero,"1993. 

The band that sang ""Gives You Hell"" is The Offspring. They formed in 1993. 

The answer is 1993. 

But wait, I need to make sure. Let me check. The Offspring was formed in 19",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,self_4b_canonical_correct,The Hell,,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,self_4b_canonical_shuffled,,,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,self_4b_canonical_zero,"1993

The band that sang ""Gives You Hell"" is The Offspring. They formed in 1993. The song ""Gives You Hell"" is from their debut album ""The Young, The Hopeless, The Unbelieving"" released in 1993.",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,self_reader_no_memory,"1985
Okay, so I need to figure out the year the band that sang ""Gives You Hell"" formed. Let me start by recalling the song. ""Gives You Hell"" is a song by the band The Offspring. Wait, no, The Offspring's song is ""Self",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,cross_8b_raw_native_correct,1999,,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,cross_8b_canonical_correct,"1960

The band that sang ""Gives You Hell"" is The Guess Who. They formed in 1960. The song was released in 1966 as a single from their debut album, ""I Can't Help It (I'm Tired of Happy)"".
The",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,cross_8b_canonical_shuffled,"The

 and















在 the

 and

和

和

和

和

和

和

和

和

和

和

和

和

和

和

和

和

和

和

和

和

和

和

和

和",,
5a8d263f554299653c1aa139,what year did the band that sang Gives You Hell form?,1999,cross_8b_canonical_zero,"1993

The band that sang ""Gives You Hell"" is The Offspring. They formed in 1993. The song ""Gives You Hell"" is from their debut album ""The Young, The Hopeless, The Unbelieving"" released in 1993.",,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,question_only,"Both are plants.

But that's too simple. Let me think again.

Eragrostis is a genus of grasses, commonly known as ""fescue"" or ""bush grass."" It includes species like Eragrostis tetrasperma, which is a common weed in many parts of the world",,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,supporting_text,"Both Eragrostis and Rhexia are plant genera. Eragrostis is a genus of grasses, while Rhexia is a genus of flowering plants in the Melastomataceae family. They are both plant genera, with Eragrostis being part of the grass family Poaceae",,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,native_4b_sparse_correct,genus,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,native_4b_sparse_shuffled,a Fennec fox,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,native_4b_sparse_zero,"Both are plants.

But wait, that seems too simple. Let me think again. Eragrostis is a genus of grasses, and Rhexia is a genus of flowering plants in the family Fabaceae. So they are both plants, but maybe there's more to it. Are they both native to",,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,self_4b_canonical_correct,,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,self_4b_canonical_shuffled,,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,self_4b_canonical_zero,"Both are plants.

But wait, that seems too simple. Let me think again. Eragrostis is a genus of grasses, and Rhexia is a genus of flowering plants in the family Campanulaceae. So they are both plants, but maybe there's more to it. Are they both",,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,self_reader_no_memory,"Both are plants.

Okay, so I need to figure out what Eragrostis and Rhexia have in common. Let me start by recalling what I know about these names. 

First, Eragrostis. I think that's a genus of grasses. Grasses are part of the Poaceae",,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,cross_8b_raw_native_correct,genus,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,cross_8b_canonical_correct,and 2011111111111111111111111111111111111111111111111111111111111,,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,cross_8b_canonical_shuffled,"…


•


•

	
	
	
		""

	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""",,
5adfb790554299603e418389,What do Eragrostis and Rhexia have in common?,plant genus,cross_8b_canonical_zero,"Both are plants.

But wait, that seems too simple. Let me think again. Eragrostis is a genus of grasses, and Rhexia is a genus of flowering plants in the family Campanulaceae. So they are both plants, but maybe there's more to it. Are they both",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,question_only,"William Shakespeare

Okay, let's try to figure out this question. The question is about James Spedding, who is known as the editor of the works of an author. That author served both as Attorney General and as what? The answer is supposed to be William Shakespeare, but I need to verify that.

First",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,supporting_text,"Lord Chancellor of England.

Step-by-Step Explanation:
1. Identify the author mentioned in the context of James Spedding. From the document about James Spedding, it says he was an English author, chiefly known as the editor of the works of Francis Bacon.
2. Find the positions that Francis Bacon held",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,native_4b_sparse_correct,Lord Chancellor,,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,native_4b_sparse_shuffled,National Book Award,,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,native_4b_sparse_zero,"Shakespeare

Step-by-Step Explanation:

1. Identify the key elements in the question: James Spedding is known as the editor of the works of an author.
2. The author in question is William Shakespeare.
3. Shakespeare served as Attorney General, which is a position in the legal field.
4. The",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,self_4b_canonical_correct,,,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,self_4b_canonical_shuffled,The,,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,self_4b_canonical_zero,"William Shakespeare

Let me think. The question is about James Spedding, who was the editor of the works of an author. The author in question is William Shakespeare. Now, the question says that this author served both as Attorney General and as what? 

Wait, I need to recall if Shakespeare held any positions",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,self_reader_no_memory,"William Shakespeare

Step-by-step explanation:
1. Identify the key elements in the question: James Spedding, editor, works of an author, served as Attorney General, and another position.
2. Recall that James Spedding was a British editor and scholar, known for editing the works of William Shakespeare.
3",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,cross_8b_raw_native_correct,Lord Chancellor of England,,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,cross_8b_canonical_correct,1.201.120120120120120120120120120120120120120120120120120120120,,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,cross_8b_canonical_shuffled,"the editor of the works of an author who served both as Attorney General and as what? 

Step-by-step Explanation: 

1. The question is asking for the editor of the works of an author who served both as Attorney General and as what? 

2. The author in question is likely to be a historical figure",,
5a839c8b5542996488c2e479,James Spedding was chiefly known as the editor of the works of an author who served both as Attorney General and as what?,Lord Chancellor of England,cross_8b_canonical_zero,"William Shakespeare

Let me think. The question is about James Spedding, who was the editor of the works of an author. The author in question is William Shakespeare. Now, the question says that this author served both as Attorney General and as what? 

Wait, I need to recall if Shakespeare held any positions",,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",question_only,"The capital of the Ostrogothic Kingdom was Ravenna, and Ornella Fiorentini was born in Florence. However, since the question asks for a single city that is both the capital of the Ostrogothic Kingdom and the birthplace of Ornella Fiorentini, the answer is not directly possible",,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",supporting_text,Ravenna,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",native_4b_sparse_correct,Ravenna,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",native_4b_sparse_shuffled,Japan,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",native_4b_sparse_zero,"Ravenna

The Ostrogothic Kingdom was a kingdom in the western part of the Roman Empire, and its capital was Ravenna. Ornella Fiorentini is an Italian singer, and she was born in Ravenna. Therefore, the answer is Ravenna. 

The answer is: Ravenna.",,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",self_4b_canonical_correct,,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",self_4b_canonical_shuffled,,,
5abec9b25542997ec76fd366,What city was the capital of the Ostrogothic Kingdom and the birth place of Ornella Fiorentini?,"Ravenna (] , also locally ] ; Romagnol: ""Ravèna"" ) is the capital city of the Province of Ravenna",self_4b_canonical_zero,"Ravenna

**Step-by-Step Explanation:**
1. The Ostrogothic Kingdom was a kingdom in Italy, established by the Ostrogoths, a Germanic people.
2. The capital of the Ostrogothic Kingdom was Ravenna, a city in northeastern Italy.
3. Ornella Fi",,
