sample_id,type,condition,answer,prediction,em,token_f1,nll,manual_c_p_w
5a7b40cd5542995eb53be8d4,comparison,q35_v0_scaled,Golf Digest,Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer:: Answer: Answer: Answer:: Answer:: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer,0.0,0.0,9.484877586364746,
5aba749055429901930fa7d8,comparison,q35_v0_scaled,director,"What occupation do Chris Menges and Aram Avakian share?

Answer: What occupation do Chris Menges and Aram Avakian share?

Answer: What occupation do Chris Menges and Aram Avokian share?

Answer: What occupation do Chris Menges and Aram Avokian share?

Answer:",0.0,0.0,19.862834930419922,
5a7b40cd5542995eb53be8d4,comparison,q35_v1_a1,Golf Digest,Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer:: Answer: Answer: Answer: Answer:: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer:,0.0,0.0,10.814484596252441,
5aba749055429901930fa7d8,comparison,q35_v1_a1,director,What occupation do Chris and Aram and Aram and Arp and Arp and Arp and Arp and Arp and Arp and Arp and Arp and Arp and Arp and Arp and Arp and Arp and Arp and Arp and Arp and Arp and Arp,0.0,0.0,22.076190948486328,
5a7b40cd5542995eb53be8d4,comparison,q35_v2_a2,Golf Digest,Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer:,0.0,0.0,10.338383674621582,
5aba749055429901930fa7d8,comparison,q35_v2_a2,director,"What occupation do Chris and Aram and Aram Avakian share?

Answer: What occupation do Chris and Aram and Aram Avakian share?

Answer: What occupation do Chris and Aram and Aram Avakian share?

Answer: What occupation do Chris and Aram and Aram Avakian",0.0,0.0,22.595943450927734,
5a7b40cd5542995eb53be8d4,comparison,q35_v2_b,Golf Digest,Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer:,0.0,0.0,10.305678367614746,
5aba749055429901930fa7d8,comparison,q35_v2_b,director,"What occupation do Chris and Aram share?

What occupation do Chris and Aram share?

What occupation do Chris and Aram share?

What occupation do Chris and Aram share?

What occupation do Chris and Aram share?

What occupation do Chris and Aram share?

What occupation do Chris and Aram share?

What",0.0,0.0,23.84585952758789,
5a7b40cd5542995eb53be8d4,comparison,q35_v2_b_shuffled,Golf Digest,"The answer is Guitar World. Because Guitar World has been around longer than Golf Digest. 

But wait, the user is asking which magazine has been around longer, and the answer is Guitar World. 

But the user is asking which magazine has been around longer, and the answer is Guitar World. 

But the user is",0.0,0.07999999999999999,9.074674606323242,
5aba749055429901930fa7d8,comparison,q35_v2_b_shuffled,director,What occupation do Chris Menges and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and,0.0,0.0,18.465232849121094,
5a7b40cd5542995eb53be8d4,comparison,q35_v2_b_zero,Golf Digest,"Guitar World has been around longer than Golf Digest.

Explanation: Guitar World was first published in 1969, while Golf Digest was first published in 1969 as well. However, Guitar World has had a more consistent publication schedule and has been published more frequently over the years. Additionally, Guitar World",0.0,0.08163265306122448,13.596491813659668,
5aba749055429901930fa7d8,comparison,q35_v2_b_zero,director,"Both Chris Menges and Aram Avakian are musicians.

**Reasoning**: Chris Menges is a composer and musician known for his work in the 1960s, particularly with the band The Association. Aram Avakian is a producer and musician, famous for his work with The Doors and",0.0,0.0,19.742223739624023,
